INDEX,LOAD,WIND,SOLAR,RESIDUAL,SOC
1225,43.217,15.226,0,27.991,1612.555
1226,41.83,15.462,0,26.368,1586.187
1227,40.729,15.377,0,25.352,1560.835
1228,44.511,15.028,0,29.483,1531.352
1229,49.13,16.113,0,33.017,1498.335
1230,50.554,17.266,0.578,32.71,1465.625
1231,51.38,19.728,3.344,28.308,1437.317
1232,52.038,22.93,7.339,21.769,1415.548
1233,52.949,24.18,10.953,17.816,1397.732
1234,52.808,26.282,12.536,13.99,1383.742
1235,51.841,28.507,13.617,9.717,1374.025
1236,51.278,29.331,13.283,8.664,1365.361
1237,51.492,29.146,10.436,11.91,1353.451
1238,55.013,28.184,6.241,20.588,1332.863
1239,57.579,27.96,2.441,27.178,1305.685
1240,59.443,29.117,0.128,30.198,1275.487
1241,58.579,31.338,0,27.241,1248.246
1242,57.423,34.476,0,22.947,1225.299
1243,54.824,36.969,0,17.855,1207.444
1244,50.94,37.658,0,13.282,1194.162
1245,47.56,37.509,0,10.051,1184.111
1246,46.378,38.819,0,7.559,1176.552
1247,45.277,43.17,0,2.107,1174.445
1248,43.337,46.193,0,-2.856,1177.301
1249,42.125,47.616,0,-5.491,1182.792
1250,40.749,50.206,0,-9.457,1192.249
1251,39.647,54.451,0,-14.804,1207.053
1252,43.383,58.023,0,-14.64,1221.693
1253,47.947,60.464,0,-12.517,1234.21
1254,49.363,61.656,0.18,-12.473,1246.683
1255,50.196,61.847,0.767,-12.418,1259.101
1256,50.874,61.163,1.448,-11.737,1270.838
1257,51.789,60.258,2.109,-10.578,1281.416
1258,51.646,59.704,2.912,-10.97,1292.386
1259,50.684,57.979,3.258,-10.553,1302.939
1260,50.115,57.421,3.362,-10.668,1313.607
1261,50.322,58.112,3.173,-10.963,1324.57
1262,53.783,58.557,2.684,-7.458,1332.028
1263,56.297,57.805,1.565,-3.073,1335.101
1264,58.17,56.782,0.141,1.247,1333.854
1265,57.335,56.756,0,0.579,1333.275
1266,56.197,56.966,0,-0.769,1334.044
1267,53.62,56.902,0,-3.282,1337.326
1268,49.79,56.549,0,-6.759,1344.085
1269,46.482,54.522,0,-8.04,1352.125
1270,45.201,52.775,0,-7.574,1359.699
1271,44.115,52.167,0,-8.052,1367.751
1272,42.182,51.086,0,-8.904,1376.655
1273,40.974,50.898,0,-9.924,1386.579
1274,39.615,50.328,0,-10.713,1397.292
1275,38.549,50.595,0,-12.046,1409.338
1276,42.284,50.919,0,-8.635,1417.973
1277,46.815,51.798,0,-4.983,1422.956
1278,48.208,52.591,0.64,-5.023,1427.979
1279,49.023,53.95,2.839,-7.766,1435.745
1280,49.707,52.985,6.042,-9.32,1445.065
1281,50.616,52.326,8.095,-9.805,1454.87
1282,50.464,52.244,9.701,-11.481,1466.351
1283,49.504,52.674,9.195,-12.365,1478.716
1284,48.929,52.887,9.988,-13.946,1492.662
1285,49.14,53.021,7.434,-11.315,1503.977
1286,52.561,54.749,5.941,-8.129,1512.106
1287,55.041,53.766,2.221,-0.946,1513.052
1288,56.917,54.448,0.166,2.303,1510.749
1289,56.107,54.917,0,1.19,1509.559
1290,54.982,54.643,0,0.339,1509.22
1291,52.412,53.51,0,-1.098,1510.318
1292,48.592,52.397,0,-3.805,1514.123
1293,45.301,49.598,0,-4.297,1518.42
1294,41.469,47.671,0,-6.202,1524.622
1295,38.808,45.598,0,-6.79,1531.412
1296,35.968,43.789,0,-7.821,1539.233
1297,31.606,42.414,0,-10.808,1550.041
1298,30.965,41.006,0,-10.041,1560.082
1299,33.012,40.267,0,-7.255,1567.337
1300,38.149,39.402,0,-1.253,1568.59
1301,43.314,37.632,0,5.682,1562.908
1302,46.649,34.812,0.585,11.252,1551.656
1303,48.091,31.734,2.555,13.802,1537.854
1304,48.416,26.104,5.177,17.135,1520.719
1305,48.327,24.865,7.214,16.248,1504.471
1306,47.836,25.359,8.691,13.786,1490.685
1307,47.045,26.245,9.857,10.943,1479.742
1308,46.647,26.16,10.107,10.38,1469.362
1309,46.887,26.444,7.359,13.084,1456.278
1310,48.964,27.322,4.85,16.792,1439.486
1311,51.061,28.431,2.179,20.451,1419.035
1312,51.877,29.257,0.227,22.393,1396.642
1313,52.328,29.405,0,22.923,1373.719
1314,51.468,29.832,0,21.636,1352.083
1315,50.118,29.871,0,20.247,1331.836
1316,46.883,27.431,0,19.452,1312.384
1317,42.874,26.13,0,16.744,1295.64
1318,41.423,24.054,0,17.369,1278.271
1319,38.803,22.309,0,16.494,1261.777
1320,35.992,21.795,0,14.197,1247.58
1321,31.665,21.654,0,10.011,1237.569
1322,31.06,20.984,0,10.076,1227.493
1323,33.207,19.902,0,13.305,1214.188
1324,38.428,18.308,0,20.12,1194.068
1325,43.581,17.469,0,26.112,1167.956
1326,46.881,17.46,0.601,28.82,1139.136
1327,48.266,19.123,2.434,26.709,1112.427
1328,48.555,20.441,4.693,23.421,1089.006
1329,48.451,20.886,7.02,20.545,1068.461
1330,47.939,22.759,8.805,16.375,1052.086
1331,47.122,24.708,10.649,11.765,1040.321
1332,46.729,27.517,9.988,9.224,1031.097
1333,46.993,28.987,8.974,9.032,1022.065
1334,49.082,30.473,5.285,13.324,1008.741
1335,51.165,31.827,2.68,16.658,992.083
1336,51.977,32.937,0.263,18.777,973.306
1337,52.436,35.882,0,16.554,956.752
1338,51.583,39.578,0,12.005,944.747
1339,50.213,42.069,0,8.144,936.603
1340,46.906,43.021,0,3.885,932.718
1341,42.814,45.5,0,-2.686,935.404
1342,47.444,46.781,0,0.663,934.741
1343,46.451,47.649,0,-1.198,935.939
1344,44.591,48.388,0,-3.797,939.736
1345,43.449,48.759,0,-5.31,945.046
1346,42.187,51.195,0,-9.008,954.054
1347,41.376,52.767,0,-11.391,965.445
1348,45.298,54.506,0,-9.208,974.653
1349,49.784,55.301,0,-5.517,980.17
1350,51.082,54.939,0.968,-4.825,984.995
1351,51.761,53.571,4.482,-6.292,991.287
1352,52.358,53.54,9.272,-10.454,1001.741
1353,53.237,52.751,12.407,-11.921,1013.662
1354,53.021,50.346,13.397,-10.722,1024.384
1355,52.011,48.429,13.567,-9.985,1034.369
1356,51.443,46.957,12.224,-7.738,1042.107
1357,51.709,45.16,10.431,-3.882,1045.989
1358,55.131,42.203,7.997,4.931,1041.058
1359,57.548,39.225,3.748,14.575,1026.483
1360,59.415,36.639,0.415,22.361,1004.122
1361,58.644,33.381,0,25.263,978.859
1362,57.547,30.11,0,27.437,951.422
1363,54.939,27.668,0,27.271,924.151
1364,50.976,23.246,0,27.73,896.421
1365,47.51,22.302,0,25.208,871.213
1366,47.169,21.621,0,25.548,845.665
1367,46.173,21.514,0,24.659,821.006
1368,44.306,22.195,0,22.111,798.895
1369,43.135,23.029,0,20.106,778.789
1370,41.877,25.252,0,16.625,762.164
1371,41.037,29.103,0,11.934,750.23
1372,44.884,35.86,0,9.024,741.206
1373,49.31,42.328,0,6.982,734.224
1374,50.601,49.785,0.225,0.591,733.633
1375,51.304,56.825,0.725,-6.246,739.879
1376,51.934,62.123,1.379,-11.568,751.447
1377,52.821,65.462,2.402,-15.043,766.49
1378,52.611,67.292,4.159,-18.84,785.33
1379,51.616,68.853,4.355,-21.592,806.922
1380,51.036,70.429,3.48,-22.873,829.795
1381,51.289,72.251,2.738,-23.7,853.495
1382,54.628,73.832,2.141,-21.345,874.84
1383,56.987,74.591,1.423,-19.027,893.867
1384,58.872,74.736,0.235,-16.099,909.966
1385,58.13,74.904,0,-16.774,926.74
1386,57.055,75.216,0,-18.161,944.901
1387,54.476,75.543,0,-21.067,965.968
1388,50.597,75.965,0,-25.368,991.336
1389,47.241,76.262,0,-29.021,1020.357
1390,46.163,76.276,0,-30.113,1050.47
1391,45.17,76.061,0,-30.891,1081.361
1392,43.307,75.813,0,-32.506,1113.867
1393,42.124,75.627,0,-33.503,1147.37
1394,40.88,75.27,0,-34.39,1181.76
1395,40.05,74.813,0,-34.763,1216.523
1396,43.864,74.404,0,-30.54,1247.063
1397,48.24,73.923,0.002,-25.685,1272.748
1398,49.516,73.433,1.466,-25.383,1298.131
1399,50.224,72.955,4.925,-27.656,1325.787
1400,50.868,72.108,9.16,-30.4,1356.187
1401,51.756,72.72,12.218,-33.182,1389.369
1402,51.542,72.758,13.96,-35.176,1424.545
1403,50.552,72.263,14.339,-36.05,1460.595
1404,49.966,71.148,12.663,-33.845,1494.44
1405,50.217,70.021,9.974,-29.778,1524.218
1406,53.502,69.846,6.318,-22.662,1546.88
1407,55.813,69.41,2.488,-16.085,1562.965
1408,57.704,68.969,0.34,-11.605,1574.57
1409,56.991,69.132,0,-12.141,1586.711
1410,55.933,68.751,0,-12.818,1599.529
1411,53.368,68.719,0,-15.351,1614.88
1412,49.534,68.608,0,-19.074,1633.954
1413,46.233,68.149,0,-21.916,1655.87
1414,48.484,67.569,0,-19.085,1674.955
1415,47.59,66.829,0,-19.239,1694.194
1416,45.847,66.569,0,-20.722,1714.916
1417,44.748,67.504,0,-22.756,1737.672
1418,43.704,69.775,0,-26.071,1763.743
1419,43.284,71.092,0,-27.808,1791.551
1420,47.545,71.403,0,-23.858,1815.409
1421,51.652,71.311,0.008,-19.667,1835.076
1422,52.528,71.642,1.856,-20.97,1856.046
1423,52.957,71.954,6.272,-25.269,1881.315
1424,53.321,71.488,10.491,-28.658,1909.973
1425,54.088,70.938,13.002,-29.852,1939.825
1426,53.744,69.397,13.9,-29.553,1969.378
1427,52.575,68.557,13.459,-29.441,1998.819
1428,51.886,68.187,12.66,-28.961,2027.78
1429,52.022,67.007,10.307,-25.292,2053.072
1430,55.119,62.632,7.418,-14.931,2068.003
1431,57.626,59.502,4.187,-6.063,2074.066
1432,59.838,56.289,0.616,2.933,2071.133
1433,59.257,53.437,0,5.82,2065.313
1434,58.288,50.711,0,7.577,2057.736
1435,55.779,47.732,0,8.047,2049.689
1436,51.858,47.698,0,4.16,2045.529
1437,48.323,44.343,0,3.98,2041.549
1438,48.52,41.689,0,6.831,2034.718
1439,47.656,39.25,0,8.406,2026.312
1440,45.943,36.984,0,8.959,2017.353
1441,44.872,35.031,0,9.841,2007.512
1442,43.868,32.151,0,11.717,1995.795
1443,43.546,28.887,0,14.659,1981.136
1444,47.894,25.519,0,22.375,1958.761
1445,51.972,22.752,0.016,29.204,1929.557
1446,52.803,20.725,2.292,29.786,1899.771
1447,53.174,18.661,7.533,26.98,1872.791
1448,53.492,17.659,12.659,23.174,1849.617
1449,54.242,19.634,16.403,18.205,1831.412
1450,53.871,21.342,17.709,14.82,1816.592
1451,52.678,20.743,14.92,17.015,1799.577
1452,51.987,19.33,10.767,21.89,1777.687
1453,52.132,18.708,7.368,26.056,1751.631
1454,55.219,20.136,5.318,29.765,1721.866
1455,57.723,25.031,2.491,30.201,1691.665
1456,59.955,31.096,0.329,28.53,1663.135
1457,59.39,35.589,0,23.801,1639.334
1458,58.435,39.173,0,19.262,1620.072
1459,55.916,40.993,0,14.923,1605.149
1460,51.941,42.401,0,9.54,1595.609
1461,48.337,42.897,0,5.44,1590.169
1462,42.822,42.786,0,0.036,1590.133
1463,40.365,42.619,0,-2.254,1592.387
1464,37.721,40.927,0,-3.206,1595.593
1465,33.475,37.944,0,-4.469,1600.062
1466,33.153,34.297,0,-1.144,1601.206
1467,35.81,32.604,0,3.206,1598
1468,41.393,32.157,0,9.236,1588.764
1469,46.083,30.895,0.008,15.18,1573.584
1470,48.893,29.748,1.212,17.933,1555.651
1471,49.962,30.352,4.616,14.994,1540.657
1472,50.011,29.362,8.593,12.056,1528.601
1473,49.793,29.742,12.242,7.809,1520.792
1474,49.118,30.393,14.258,4.467,1516.325
1475,48.135,31.24,15.716,1.179,1515.146
1476,47.619,31.599,14.828,1.192,1513.954
1477,47.783,32.085,11.93,3.768,1510.186
1478,49.483,31.383,8.545,9.555,1500.631
1479,51.536,30.624,4.59,16.322,1484.309
1480,52.692,31.489,0.73,20.473,1463.836
1481,53.386,33.506,0,19.88,1443.956
1482,52.693,33.159,0,19.534,1424.422
1483,51.415,32.32,0,19.095,1405.327
1484,48.131,32.112,0,16.019,1389.308
1485,43.97,32.206,0,11.764,1377.544
1486,42.049,28.47,0,13.579,1363.965
1487,39.613,25.649,0,13.964,1350.001
1488,36.982,23.062,0,13.92,1336.081
1489,32.744,19.183,0,13.561,1322.52
1490,32.44,16.232,0,16.208,1306.312
1491,35.138,16.52,0,18.618,1287.694
1492,40.728,18.797,0,21.931,1265.763
1493,45.386,23.037,0.027,22.322,1243.441
1494,48.174,30.669,1.33,16.175,1227.266
1495,49.225,41.726,3.366,4.133,1223.133
1496,49.269,55.939,4.776,-11.446,1234.579
1497,49.05,66.356,4.994,-22.3,1256.879
1498,48.365,71.994,4.249,-27.878,1284.757
1499,47.376,74.951,3.638,-31.213,1315.97
1500,46.857,76.402,2.644,-32.189,1348.159
1501,47.031,77.062,2.187,-32.218,1380.377
1502,48.701,77.101,1.77,-30.17,1410.547
1503,50.72,76.07,1.128,-26.478,1437.025
1504,51.876,74.563,0.19,-22.877,1459.902
1505,52.586,73.519,0,-20.933,1480.835
1506,51.908,72.781,0,-20.873,1501.708
1507,50.629,71.855,0,-21.226,1522.934
1508,47.346,71.894,0,-24.548,1547.482
1509,43.194,71.053,0,-27.859,1575.341
1510,46.253,70.253,0,-24,1599.341
1511,45.409,69.947,0,-24.538,1623.879
1512,43.695,71.042,0,-27.347,1651.226
1513,42.586,71.943,0,-29.357,1680.583
1514,41.605,72.598,0,-30.993,1711.576
1515,41.284,73.089,0,-31.805,1743.381
1516,45.486,72.817,0,-27.331,1770.712
1517,49.457,72.449,0.052,-23.044,1793.756
1518,50.286,72.127,2.508,-24.349,1818.105
1519,50.691,70.938,7.298,-27.545,1845.65
1520,51.089,71.276,12.402,-32.589,1878.239
1521,51.859,71.68,15.311,-35.132,1913.371
1522,51.488,72.712,16.508,-37.732,1951.103
1523,50.331,73.501,16.425,-39.595,1990.698
1524,49.637,73.818,13.641,-37.822,2028.52
1525,49.797,73.625,8.482,-32.31,2060.83
1526,52.746,73.598,4.991,-25.843,2086.673
1527,55.059,75.056,2.221,-22.218,2108.891
1528,57.265,75.849,0.339,-18.923,2127.814
1529,56.763,76.171,0,-19.408,2147.222
1530,55.85,75.782,0,-19.932,2167.154
1531,53.366,75.429,0,-22.063,2189.217
1532,49.516,73.737,0,-24.221,2213.438
1533,46.099,75.999,0,-29.9,2243.338
1534,45.55,76.325,0,-30.775,2274.113
1535,44.697,76.748,0,-32.051,2306.164
1536,42.973,76.016,0,-33.043,2339.207
1537,41.823,75.088,0,-33.265,2372.472
1538,40.834,73.672,0,-32.838,2405.31
1539,40.462,70.882,0,-30.42,2435.73
1540,44.54,68.848,0,-24.308,2460.038
1541,48.464,66.589,0.033,-18.158,2478.196
1542,49.33,65.436,1.756,-17.862,2496.058
1543,49.776,64.622,6.56,-21.406,2517.464
1544,50.24,66.423,11.849,-28.032,2545.496
1545,51.031,65.73,15.074,-29.773,2575.269
1546,50.672,64.631,17.406,-31.365,2606.634
1547,49.553,62.885,17.879,-31.211,2637.845
1548,48.854,61.323,16.26,-28.729,2666.574
1549,49.023,59.398,13.453,-23.828,2690.402
1550,51.899,56.562,9.441,-14.104,2704.506
1551,54.113,54.967,4.833,-5.687,2710.193
1552,56.296,52.894,0.932,2.47,2707.723
1553,55.819,49.99,0,5.829,2701.894
1554,54.924,46.197,0,8.727,2693.167
1555,52.459,43.334,0,9.125,2684.042
1556,48.708,43.256,0,5.452,2678.59
1557,45.427,40.245,0,5.182,2673.408
1558,47.179,37.29,0,9.889,2663.519
1559,46.383,35.087,0,11.296,2652.223
1560,44.706,32.525,0,12.181,2640.042
1561,43.615,29.916,0,13.699,2626.343
1562,42.692,27.214,0,15.478,2610.865
1563,42.498,24.996,0,17.502,2593.363
1564,46.77,22.066,0,24.704,2568.659
1565,50.682,19.826,0.088,30.768,2537.891
1566,51.451,18.318,2.607,30.526,2507.365
1567,51.789,17.6,7.391,26.798,2480.567
1568,52.152,17.318,11.875,22.959,2457.608
1569,52.907,15.914,14.416,22.577,2435.031
1570,52.503,15.526,15.218,21.759,2413.272
1571,51.325,15.502,14.987,20.836,2392.436
1572,50.624,15.756,15.276,19.592,2372.844
1573,50.8,16.318,12.827,21.655,2351.189
1574,53.705,14.925,8.46,30.32,2320.869
1575,55.972,14.641,4.761,36.57,2284.299
1576,58.188,16.258,1,40.93,2243.369
1577,57.724,17.973,0,39.751,2203.618
1578,56.836,19.403,0,37.433,2166.185
1579,54.35,21.125,0,33.225,2132.96
1580,50.467,23.91,0,26.557,2106.403
1581,47.008,26.263,0,20.745,2085.658
1582,47.066,29.504,0,17.562,2068.096
1583,46.282,30.379,0,15.903,2052.193
1584,44.616,30.893,0,13.723,2038.47
1585,43.527,32.481,0,11.046,2027.424
1586,42.621,30.883,0,11.738,2015.686
1587,42.458,29.422,0,13.036,2002.65
1588,46.727,27.732,0,18.995,1983.655
1589,50.606,27.095,0.135,23.376,1960.279
1590,51.36,26.22,3.271,21.869,1938.41
1591,51.686,23.833,8.656,19.197,1919.213
1592,52.055,25.384,13.72,12.951,1906.262
1593,52.805,26.458,17.356,8.991,1897.271
1594,52.393,30.496,17.783,4.114,1893.157
1595,51.217,34.675,16.955,-0.413,1893.57
1596,50.51,38.04,14.876,-2.406,1895.976
1597,50.696,42.701,12.628,-4.633,1900.609
1598,53.564,47.674,8.962,-3.072,1903.681
1599,55.788,52.37,4.385,-0.967,1904.648
1600,58.005,58.509,0.842,-1.346,1905.994
1601,57.565,64.56,0,-6.995,1912.989
1602,56.69,69.387,0,-12.697,1925.686
1603,54.203,71.27,0,-17.067,1942.753
1604,50.336,73.075,0,-22.739,1965.492
1605,46.891,71.633,0,-24.742,1990.234
1606,46.209,70.943,0,-24.734,2014.968
1607,45.436,69.796,0,-24.36,2039.328
1608,43.781,68.192,0,-24.411,2063.739
1609,42.69,67.032,0,-24.342,2088.081
1610,41.801,65.9,0,-24.099,2112.18
1611,41.668,64.723,0,-23.055,2135.235
1612,45.93,64.236,0,-18.306,2153.541
1613,49.773,63.385,0.111,-13.723,2167.264
1614,50.518,63.071,2.813,-15.366,2182.63
1615,50.833,62.052,8.262,-19.481,2202.111
1616,51.205,60.93,13.405,-23.13,2225.241
1617,51.959,60.495,16.583,-25.119,2250.36
1618,51.539,61.015,17.91,-27.386,2277.746
1619,50.361,62.987,18.252,-30.878,2308.624
1620,49.655,63.755,17.348,-31.448,2340.072
1621,49.845,64.35,14.888,-29.393,2369.465
1622,52.68,63.642,11.048,-22.01,2391.475
1623,54.857,63.723,5.784,-14.65,2406.125
1624,57.073,60.536,1.327,-4.79,2410.915
1625,56.649,58.252,0,-1.603,2412.518
1626,55.788,58.273,0,-2.485,2415.003
1627,53.312,59.045,0,-5.733,2420.736
1628,49.454,62.33,0,-12.876,2433.612
1629,46.037,62.315,0,-16.278,2449.89
1630,40.526,62.018,0,-21.492,2471.382
1631,38.192,61.141,0,-22.949,2494.331
1632,35.629,61.526,0,-25.897,2520.228
1633,31.418,61.926,0,-30.508,2550.736
1634,31.219,63.649,0,-32.43,2583.166
1635,34.099,64.1,0,-30.001,2613.167
1636,39.653,63.949,0,-24.296,2637.463
1637,44.106,64.144,0.212,-20.25,2657.713
1638,46.788,64.51,3.045,-20.767,2678.48
1639,47.764,65.624,7.389,-25.249,2703.729
1640,47.833,67.431,11.642,-31.24,2734.969
1641,47.612,67.337,13.695,-33.42,2768.389
1642,46.877,67.779,12.325,-33.227,2801.616
1643,45.893,66.717,12.222,-33.046,2834.662
1644,45.355,65.149,12.182,-31.976,2866.638
1645,45.573,63.348,10.882,-28.657,2895.295
1646,47.048,63.132,8.38,-24.464,2919.759
1647,48.812,63.496,5.071,-19.755,2939.514
1648,49.966,63.631,1.223,-14.888,2954.402
1649,50.786,64.421,0,-13.635,2968.037
1650,50.181,65.868,0,-15.687,2983.724
1651,48.915,67.422,0,-18.507,3002.231
1652,45.695,69.123,0,-23.428,3025.659
1653,41.658,68.157,0,-26.499,3052.158
1654,39.327,67.237,0,-27.91,3080.068
1655,37,66.748,0,-29.748,3109.816
1656,34.438,65.836,0,-31.398,3141.214
1657,30.219,65.078,0,-34.859,3176.073
1658,30.025,64.636,0,-34.611,3210.684
1659,32.897,65.022,0,-32.125,3242.809
1660,38.394,66.206,0,-27.812,3270.621
1661,42.812,66.92,0.258,-24.366,3294.987
1662,45.494,67.574,3.403,-25.483,3320.47
1663,46.48,67.281,8.164,-28.965,3349.435
1664,46.579,68.389,12.975,-34.785,3384.22
1665,46.369,68.061,17.018,-38.71,3422.93
1666,45.635,67.082,18.953,-40.4,3463.33
1667,44.661,65.986,19.393,-40.718,3504.048
1668,44.126,64.564,17.829,-38.267,3542.315
1669,44.348,62.812,14.642,-33.106,3575.421
1670,45.774,60.565,10.191,-24.982,3600.403
1671,47.475,58.567,5.434,-16.526,3616.929
1672,48.62,56.238,1.266,-8.884,3625.813
1673,49.458,53.915,0,-4.457,3630.27
1674,48.867,53.694,0,-4.827,3635.097
1675,47.611,54.506,0,-6.895,3641.992
1676,44.436,54.626,0,-10.19,3652.182
1677,40.468,55.062,0,-14.594,3666.776
1678,41.423,55.641,0,-14.218,3680.994
1679,40.682,56.321,0,-15.639,3696.633
1680,39.251,56.211,0,-16.96,3713.593
1681,38.35,55.692,0,-17.342,3730.935
1682,37.818,54.05,0,-16.232,3747.167
1683,38.802,51.466,0,-12.664,3759.831
1684,43.504,49.445,0,-5.941,3765.772
1685,47.351,47.641,0.311,-0.601,3766.373
1686,48.393,47.353,3.397,-2.357,3768.73
1687,48.82,47.102,7.581,-5.863,3774.593
1688,49.134,48.883,11.631,-11.38,3785.973
1689,49.682,50.486,15.554,-16.358,3802.331
1690,49.25,52.475,17.482,-20.707,3823.038
1691,48.203,51.92,17.14,-20.857,3843.895
1692,47.597,49.287,15.764,-17.454,3861.349
1693,47.915,44.737,12.734,-9.556,3870.905
1694,50.302,40.216,9.213,0.873,3870.032
1695,52.105,36.149,5.04,10.916,3859.116
1696,53.665,34.099,1.311,18.255,3840.861
1697,53.091,32.966,0.001,20.124,3820.737
1698,51.847,33.25,0,18.597,3802.14
1699,49.071,34.293,0,14.778,3787.362
1700,45.087,37.889,0,7.198,3780.164
1701,41.479,39.024,0,2.455,3777.709
1702,43.924,40.099,0,3.825,3773.884
1703,43.232,40.392,0,2.84,3771.044
1704,41.811,40.298,0,1.513,3769.531
1705,40.924,40.333,0,0.591,3768.94
1706,40.39,39.818,0,0.572,3768.368
1707,41.341,39.14,0,2.201,3766.167
1708,46.12,38.799,0,7.321,3758.846
1709,49.932,38.231,0.336,11.365,3747.481
1710,50.833,37.945,3.673,9.215,3738.266
1711,51.14,38.205,9.02,3.915,3734.351
1712,51.386,41.444,14.092,-4.15,3738.501
1713,51.943,40.797,17.8,-6.654,3745.155
1714,51.468,39.986,19.924,-8.442,3753.597
1715,50.352,39.332,19.84,-8.82,3762.417
1716,49.723,37.115,17.976,-5.368,3767.785
1717,50.03,36.01,14.292,-0.272,3768.057
1718,52.495,33.359,10.073,9.063,3758.994
1719,54.373,30.782,5.542,18.049,3740.945
1720,56.08,29.912,1.535,24.633,3716.312
1721,55.56,29.144,0.001,26.415,3689.897
1722,54.4,29.264,0,25.136,3664.761
1723,51.663,30.019,0,21.644,3643.117
1724,47.606,31.103,0,16.503,3626.614
1725,43.899,30.199,0,13.7,3612.914
1726,44.285,28.699,0,15.586,3597.328
1727,43.607,28.333,0,15.274,3582.054
1728,42.139,27.786,0,14.353,3567.701
1729,41.197,27.605,0,13.592,3554.109
1730,40.602,27.116,0,13.486,3540.623
1731,41.316,26.078,0,15.238,3525.385
1732,45.955,25.368,0,20.587,3504.798
1733,49.709,25.77,0.422,23.517,3481.281
1734,50.512,26.349,3.755,20.408,3460.873
1735,50.776,28.281,8.153,14.342,3446.531
1736,51.052,30.127,12.313,8.612,3437.919
1737,51.661,33.274,16.026,2.361,3435.558
1738,51.175,34.662,18.603,-2.09,3437.648
1739,50.031,35.733,17.586,-3.288,3440.936
1740,49.371,35.462,14.205,-0.296,3441.232
1741,49.657,34.306,11.416,3.935,3437.297
1742,52.176,33.304,7.521,11.351,3425.946
1743,54.068,33.958,4.448,15.662,3410.284
1744,55.94,35.213,1.334,19.393,3390.891
1745,55.493,36.983,0.002,18.508,3372.383
1746,54.457,38.946,0,15.511,3356.872
1747,51.804,40.724,0,11.08,3345.792
1748,47.811,41.979,0,5.832,3339.96
1749,44.202,42.973,0,1.229,3338.731
1750,44.458,43.878,0,0.58,3338.151
1751,43.798,45.128,0,-1.33,3339.481
1752,42.344,46.251,0,-3.907,3343.388
1753,41.408,47.263,0,-5.855,3349.243
1754,40.835,47.845,0,-7.01,3356.253
1755,41.595,49.102,0,-7.507,3363.76
1756,46.241,50.517,0,-4.276,3368.036
1757,49.965,52.617,0.423,-3.075,3371.111
1758,50.747,54.979,3.456,-7.688,3378.799
1759,50.989,57.286,7.501,-13.798,3392.597
1760,51.26,60.222,11.36,-20.322,3412.919
1761,51.867,59.689,13.739,-21.561,3434.48
1762,51.373,58.296,14.292,-21.215,3455.695
1763,50.222,56.45,13.211,-19.439,3475.134
1764,49.562,54.356,11.142,-15.936,3491.07
1765,49.853,53.076,8.665,-11.888,3502.958
1766,52.34,49.917,5.864,-3.441,3506.399
1767,54.201,46,2.991,5.21,3501.189
1768,56.072,42.336,0.854,12.882,3488.307
1769,55.646,38.754,0.001,16.891,3471.416
1770,54.621,36.931,0,17.69,3453.726
1771,51.97,36.117,0,15.853,3437.873
1772,47.977,34.324,0,13.653,3424.22
1773,44.371,33.104,0,11.267,3412.953
1774,44.274,33.333,0,10.941,3402.012
1775,43.639,34.663,0,8.976,3393.036
1776,42.205,37.298,0,4.907,3388.129
1777,41.281,38.91,0,2.371,3385.758
1778,40.735,40.029,0,0.706,3385.052
1779,41.563,40.18,0,1.383,3383.669
1780,46.257,41.296,0,4.961,3378.708
1781,49.947,42.684,0.37,6.893,3371.815
1782,50.699,44.779,3.435,2.485,3369.33
1783,50.909,47.435,7.787,-4.313,3373.643
1784,51.157,54.583,12.86,-16.286,3389.929
1785,51.752,57.407,16.737,-22.392,3412.321
1786,51.241,60.024,18.345,-27.128,3439.449
1787,50.076,62.341,18.357,-30.622,3470.071
1788,49.413,64.68,16.884,-32.151,3502.222
1789,49.717,67.189,13.388,-30.86,3533.082
1790,52.18,68.774,8.932,-25.526,3558.608
1791,54.019,69.756,4.712,-20.449,3579.057
1792,55.896,69.724,1.327,-15.155,3594.212
1793,55.489,69.719,0.002,-14.232,3608.444
1794,54.477,70.252,0,-15.775,3624.219
1795,51.825,70.402,0,-18.577,3642.796
1796,47.809,71.445,0,-23.636,3666.432
1797,44.176,70.35,0,-26.174,3692.606
1798,39.45,69.021,0,-29.571,3722.177
1799,37.236,67.898,0,-30.662,3752.839
1800,34.754,67.333,0,-32.579,3785.418
1801,30.58,67.275,0,-36.695,3822.113
1802,30.502,66.797,0,-36.295,3858.408
1803,33.594,66.659,0,-33.065,3891.473
1804,39.105,66.289,0,-27.184,3918.657
1805,43.321,65.963,0.308,-22.95,3941.607
1806,45.881,65.473,2.531,-22.123,3963.73
1807,46.764,65.538,5.57,-24.344,3988.074
1808,46.862,65.224,8.969,-27.331,4015.405
1809,46.643,66.107,10.243,-29.707,4045.112
1810,45.849,67.101,11.827,-33.079,4078.191
1811,44.867,69.406,12.158,-36.697,4114.888
1812,44.315,70.364,13.104,-39.153,4154.041
1813,44.579,72.092,11.88,-39.393,4193.434
1814,45.826,73.734,8.338,-36.246,4229.68
1815,47.294,75.227,4.66,-32.593,4262.273
1816,48.449,76.474,1.304,-29.329,4291.602
1817,49.386,76.948,0.006,-27.568,4319.17
1818,48.869,77.07,0,-28.201,4347.371
